link,name,ingredients,eng_ingredients
https://www.kwestiasmaku.com//przepis/makaron-z-krewetkami-i-cukinia,Makaron z krewetkami i cukinią,1 mała cukinia (ok. 250 g),1 small zucchini (approx. 250 g)
https://www.kwestiasmaku.com//przepis/makaron-z-krewetkami-i-cukinia,Makaron z krewetkami i cukinią,150 g makaronu tagliatelle,150 g tagliatelle pasta
https://www.kwestiasmaku.com//przepis/makaron-z-krewetkami-i-cukinia,Makaron z krewetkami i cukinią,4 łyżki posiekanej natki pietruszki,4 tablespoons chopped parsley
https://www.kwestiasmaku.com//przepis/makaron-z-krewetkami-i-cukinia,Makaron z krewetkami i cukinią,6 łyżek śmietanki kremówki 30%,6 tablespoons cream cream 30%
https://www.kwestiasmaku.com//przepis/makaron-z-krewetkami-i-cukinia,Makaron z krewetkami i cukinią,2 ząbki czosnku,2 garlic teeth
https://www.kwestiasmaku.com//przepis/makaron-z-krewetkami-i-cukinia,Makaron z krewetkami i cukinią,6 łyżek białego wina,6 tablespoons of white wine
https://www.kwestiasmaku.com//przepis/makaron-z-krewetkami-i-cukinia,Makaron z krewetkami i cukinią,1 i 1/2 łyżki oliwy,1 and 1/2 tablespoons of oil
https://www.kwestiasmaku.com//przepis/makaron-z-krewetkami-i-cukinia,Makaron z krewetkami i cukinią,2 łyżki masła,2 tablespoons butter
https://www.kwestiasmaku.com//przepis/makaron-z-krewetkami-i-cukinia,Makaron z krewetkami i cukinią,szczypta szafranu (opcjonalnie),a pinch of saffron (optional)
https://www.kwestiasmaku.com//przepis/makaron-z-krewetkami-i-cukinia,Makaron z krewetkami i cukinią,2 cząstki cytryny,2 lemon particles
https://www.kwestiasmaku.com//przepis/placki-ziemniaczane,Placki ziemniaczane,1/2 kg ziemniaków,1/2 kg potatoes
https://www.kwestiasmaku.com//przepis/placki-ziemniaczane,Placki ziemniaczane,1/2 łyżki mąki pszennej,1/2 tablespoons of wheat flour
https://www.kwestiasmaku.com//przepis/placki-ziemniaczane,Placki ziemniaczane,1/4 cebuli,1/4 onions
https://www.kwestiasmaku.com//przepis/placki-ziemniaczane,Placki ziemniaczane,1 jajko,1 egg
https://www.kwestiasmaku.com//przepis/placki-ziemniaczane,Placki ziemniaczane,sól,salt
https://www.kwestiasmaku.com//przepis/placki-ziemniaczane,Placki ziemniaczane,olej roślinny do smażenia,vegetable oil for frying
https://www.kwestiasmaku.com//przepis/tarta-z-kielbaska-wiejska-karmelizowana-cebula-i-grzybami,"Tarta z wiejską kiełbasą, karmelizowaną cebulą i grzybami",200 g mąki orkiszowej lub pszennej,200 g spelt or wheat flour
https://www.kwestiasmaku.com//przepis/tarta-z-kielbaska-wiejska-karmelizowana-cebula-i-grzybami,"Tarta z wiejską kiełbasą, karmelizowaną cebulą i grzybami",120 g zimnego masła,120 g cold butter
https://www.kwestiasmaku.com//przepis/tarta-z-kielbaska-wiejska-karmelizowana-cebula-i-grzybami,"Tarta z wiejską kiełbasą, karmelizowaną cebulą i grzybami",szczypta soli,a pinch of salt
https://www.kwestiasmaku.com//przepis/tarta-z-kielbaska-wiejska-karmelizowana-cebula-i-grzybami,"Tarta z wiejską kiełbasą, karmelizowaną cebulą i grzybami",1 małe jajko,1 small egg
https://www.kwestiasmaku.com//przepis/tarta-z-kielbaska-wiejska-karmelizowana-cebula-i-grzybami,"Tarta z wiejską kiełbasą, karmelizowaną cebulą i grzybami",2 czerwone cebule,2 red onions
https://www.kwestiasmaku.com//przepis/tarta-z-kielbaska-wiejska-karmelizowana-cebula-i-grzybami,"Tarta z wiejską kiełbasą, karmelizowaną cebulą i grzybami",1 łyżka oliwy lub oleju,1 spoon of oil or oil
https://www.kwestiasmaku.com//przepis/tarta-z-kielbaska-wiejska-karmelizowana-cebula-i-grzybami,"Tarta z wiejską kiełbasą, karmelizowaną cebulą i grzybami",250 g grzybów (pieczarek lub leśnych),250 g mushrooms (cakes or forest mushrooms)
https://www.kwestiasmaku.com//przepis/tarta-z-kielbaska-wiejska-karmelizowana-cebula-i-grzybami,"Tarta z wiejską kiełbasą, karmelizowaną cebulą i grzybami",1 łyżka masła,1 spoonful of butter
https://www.kwestiasmaku.com//przepis/tarta-z-kielbaska-wiejska-karmelizowana-cebula-i-grzybami,"Tarta z wiejską kiełbasą, karmelizowaną cebulą i grzybami",3 łyżki posiekanej natki,3 tablespoons chopped on top
https://www.kwestiasmaku.com//przepis/tarta-z-kielbaska-wiejska-karmelizowana-cebula-i-grzybami,"Tarta z wiejską kiełbasą, karmelizowaną cebulą i grzybami",250 g dobrej kiełbaski wiejskiej,250 g good rural sausage
https://www.kwestiasmaku.com//przepis/tarta-z-kielbaska-wiejska-karmelizowana-cebula-i-grzybami,"Tarta z wiejską kiełbasą, karmelizowaną cebulą i grzybami",160 g tartego sera (gruyère / cheddar / gouda),160 g grated cheese (gruyère / cheddar / gouda)
https://www.kwestiasmaku.com//przepis/tarta-z-kielbaska-wiejska-karmelizowana-cebula-i-grzybami,"Tarta z wiejską kiełbasą, karmelizowaną cebulą i grzybami",1 łyżka mąki,1 spoonful of flour
https://www.kwestiasmaku.com//przepis/tarta-z-kielbaska-wiejska-karmelizowana-cebula-i-grzybami,"Tarta z wiejską kiełbasą, karmelizowaną cebulą i grzybami",3 jajka,3 eggs
https://www.kwestiasmaku.com//przepis/tarta-z-kielbaska-wiejska-karmelizowana-cebula-i-grzybami,"Tarta z wiejską kiełbasą, karmelizowaną cebulą i grzybami",1 szklanka mleka,1 glass of milk
https://www.kwestiasmaku.com//przepis/tarta-z-kielbaska-wiejska-karmelizowana-cebula-i-grzybami,"Tarta z wiejską kiełbasą, karmelizowaną cebulą i grzybami",1/2 szklanki kremówki,1/2 cups of creams
https://www.kwestiasmaku.com//przepis/salatka-z-komosa-ryzowa-szpinakiem-grzybami-i-feta,"Sałatka z komosą ryżową, szpinakiem, grzybami i fetą",1/2 szklanki komosy ryżowej (quinoa),1/2 glasses of quinoa
https://www.kwestiasmaku.com//przepis/salatka-z-komosa-ryzowa-szpinakiem-grzybami-i-feta,"Sałatka z komosą ryżową, szpinakiem, grzybami i fetą","200 g grzybów (borowików, maślaków lub podgrzybków, ewentualnie pieczarek)","200 g mushrooms (broomworms, butterflies or mushrooms, or mushrooms)"
https://www.kwestiasmaku.com//przepis/salatka-z-komosa-ryzowa-szpinakiem-grzybami-i-feta,"Sałatka z komosą ryżową, szpinakiem, grzybami i fetą",3 ząbki czosnku,3 garlic teeth
https://www.kwestiasmaku.com//przepis/salatka-z-komosa-ryzowa-szpinakiem-grzybami-i-feta,"Sałatka z komosą ryżową, szpinakiem, grzybami i fetą",pół pęczka natki pietruszki,half a bunch of parsley stalks
https://www.kwestiasmaku.com//przepis/salatka-z-komosa-ryzowa-szpinakiem-grzybami-i-feta,"Sałatka z komosą ryżową, szpinakiem, grzybami i fetą",garść szpinaku,a handful of spinach
https://www.kwestiasmaku.com//przepis/salatka-z-komosa-ryzowa-szpinakiem-grzybami-i-feta,"Sałatka z komosą ryżową, szpinakiem, grzybami i fetą","masło, oliwa, cytryna","butter, olive oil, lemon"
https://www.kwestiasmaku.com//przepis/salatka-z-komosa-ryzowa-szpinakiem-grzybami-i-feta,"Sałatka z komosą ryżową, szpinakiem, grzybami i fetą",100 g sera feta,100 g feta cheese
https://www.kwestiasmaku.com//przepis/losos-z-makaronem-pomidorkami-koktajlowymi-i-bazylia,"Łosoś z makaronem, pomidorkami koktajlowymi i bazylią",300 g filetu z łososia,300 g of salmon fillet
https://www.kwestiasmaku.com//przepis/losos-z-makaronem-pomidorkami-koktajlowymi-i-bazylia,"Łosoś z makaronem, pomidorkami koktajlowymi i bazylią",opcjonalnie: pół łyżeczki nasion kopru włoskiego,optional: half a teaspoon of fennel seeds
https://www.kwestiasmaku.com//przepis/losos-z-makaronem-pomidorkami-koktajlowymi-i-bazylia,"Łosoś z makaronem, pomidorkami koktajlowymi i bazylią",2 łyżeczki syropu klonowego lub miodu,2 teaspoons maple syrup or honey
https://www.kwestiasmaku.com//przepis/losos-z-makaronem-pomidorkami-koktajlowymi-i-bazylia,"Łosoś z makaronem, pomidorkami koktajlowymi i bazylią",120 g makaronu*,120 g of pasta*
https://www.kwestiasmaku.com//przepis/losos-z-makaronem-pomidorkami-koktajlowymi-i-bazylia,"Łosoś z makaronem, pomidorkami koktajlowymi i bazylią",2 - 3 ząbki czosnku,2 - 3 garlic teeth
https://www.kwestiasmaku.com//przepis/losos-z-makaronem-pomidorkami-koktajlowymi-i-bazylia,"Łosoś z makaronem, pomidorkami koktajlowymi i bazylią",200 g pomidorków koktajlowych,200 g of cocktail tomatoes
https://www.kwestiasmaku.com//przepis/losos-z-makaronem-pomidorkami-koktajlowymi-i-bazylia,"Łosoś z makaronem, pomidorkami koktajlowymi i bazylią",4 łyżki masła,4 tablespoons butter
https://www.kwestiasmaku.com//przepis/losos-z-makaronem-pomidorkami-koktajlowymi-i-bazylia,"Łosoś z makaronem, pomidorkami koktajlowymi i bazylią",1/4 szklanki białego wina**,1/4 glass of white wine**
https://www.kwestiasmaku.com//przepis/losos-z-makaronem-pomidorkami-koktajlowymi-i-bazylia,"Łosoś z makaronem, pomidorkami koktajlowymi i bazylią",garść liści bazylii,a handful of basil leaves
https://www.kwestiasmaku.com//przepis/losos-z-makaronem-pomidorkami-koktajlowymi-i-bazylia,"Łosoś z makaronem, pomidorkami koktajlowymi i bazylią","sól, pieprz, oliwa extra vergine","salt, pepper, extra vergine oil"
https://www.kwestiasmaku.com//przepis/focaccia-z-pomidorkami-koktajlowymi,Focaccia z pomidorkami koktajlowymi,500 g mąki krupczatki* lub semoliny,500 g Crisp flour* or semolina
https://www.kwestiasmaku.com//przepis/focaccia-z-pomidorkami-koktajlowymi,Focaccia z pomidorkami koktajlowymi,1 łyżeczka drożdży instant,1 teaspoon of instant yeast
https://www.kwestiasmaku.com//przepis/focaccia-z-pomidorkami-koktajlowymi,Focaccia z pomidorkami koktajlowymi,1 i 1/2 łyżeczki soli,1 and 1/2 teaspoons of salt
https://www.kwestiasmaku.com//przepis/focaccia-z-pomidorkami-koktajlowymi,Focaccia z pomidorkami koktajlowymi,400 ml wody,400 ml water
https://www.kwestiasmaku.com//przepis/focaccia-z-pomidorkami-koktajlowymi,Focaccia z pomidorkami koktajlowymi,oliwa extra vergine,extra vergine oil
https://www.kwestiasmaku.com//przepis/focaccia-z-pomidorkami-koktajlowymi,Focaccia z pomidorkami koktajlowymi,2 łyżeczki suszonego oregano,2 teaspoons dried oregano
https://www.kwestiasmaku.com//przepis/focaccia-z-pomidorkami-koktajlowymi,Focaccia z pomidorkami koktajlowymi,400 g pomidorków koktajlowych,400 g cocktail tomatoes
https://www.kwestiasmaku.com//przepis/focaccia-z-pomidorkami-koktajlowymi,Focaccia z pomidorkami koktajlowymi,gruboziarnista sól morska,coarse sea salt
https://www.kwestiasmaku.com//przepis/focaccia-z-pomidorkami-koktajlowymi,Focaccia z pomidorkami koktajlowymi,4 łyżki bułki tartej,4 tablespoons of breadcrumbs
https://www.kwestiasmaku.com//przepis/carpaccio-z-buraczkow-z-hummusem-i-granatem,Carpaccio z buraczków z hummusem i granatem,4 buraczki PIECZONE* lub parowane,4 BREAKED beet* or evaporated beets
https://www.kwestiasmaku.com//przepis/carpaccio-z-buraczkow-z-hummusem-i-granatem,Carpaccio z buraczków z hummusem i granatem,1/3 szklanki HUMMUSU,1/3 glass of HUMMUSU
https://www.kwestiasmaku.com//przepis/carpaccio-z-buraczkow-z-hummusem-i-granatem,Carpaccio z buraczków z hummusem i granatem,1/2 łyżeczki mielonego kminu rzymskiego,1/2 teaspoon ground cumin
https://www.kwestiasmaku.com//przepis/carpaccio-z-buraczkow-z-hummusem-i-granatem,Carpaccio z buraczków z hummusem i granatem,garstka rukoli,a handful of Rucolas
https://www.kwestiasmaku.com//przepis/carpaccio-z-buraczkow-z-hummusem-i-granatem,Carpaccio z buraczków z hummusem i granatem,1/3 owocu granatu,1/3 of pomegranate fruit
https://www.kwestiasmaku.com//przepis/carpaccio-z-buraczkow-z-hummusem-i-granatem,Carpaccio z buraczków z hummusem i granatem,2 łyżeczki białego i 1 łyżeczka czarnego sezamu,2 teaspoons white and 1 teaspoon black sesame
https://www.kwestiasmaku.com//przepis/carpaccio-z-buraczkow-z-hummusem-i-granatem,Carpaccio z buraczków z hummusem i granatem,4 łyżeczki oleju sezamowego + oliwa extra vergine i sok z cytryny,4 teaspoons of sesame oil + extra vergine oil and lemon juice
https://www.kwestiasmaku.com//przepis/zupa-dyniowo-cukiniowa-z-makaronem-z-cukinii,Zupa dyniowo-cukiniowa z makaronem z cukinii,1 cebula,1 onion
https://www.kwestiasmaku.com//przepis/zupa-dyniowo-cukiniowa-z-makaronem-z-cukinii,Zupa dyniowo-cukiniowa z makaronem z cukinii,2 łyżki oliwy extra vergine,2 tablespoons extra vergine oil
https://www.kwestiasmaku.com//przepis/zupa-dyniowo-cukiniowa-z-makaronem-z-cukinii,Zupa dyniowo-cukiniowa z makaronem z cukinii,2 łyżki masła,2 tablespoons butter
https://www.kwestiasmaku.com//przepis/zupa-dyniowo-cukiniowa-z-makaronem-z-cukinii,Zupa dyniowo-cukiniowa z makaronem z cukinii,1 łyżeczka suszonego tymianku,1 teaspoon of dried thyme
https://www.kwestiasmaku.com//przepis/zupa-dyniowo-cukiniowa-z-makaronem-z-cukinii,Zupa dyniowo-cukiniowa z makaronem z cukinii,1 cukinia (300 g),1 zucchini (300 g)
https://www.kwestiasmaku.com//przepis/zupa-dyniowo-cukiniowa-z-makaronem-z-cukinii,Zupa dyniowo-cukiniowa z makaronem z cukinii,500 g dyni,500 g pumpkin
https://www.kwestiasmaku.com//przepis/zupa-dyniowo-cukiniowa-z-makaronem-z-cukinii,Zupa dyniowo-cukiniowa z makaronem z cukinii,800 ml bulionu,800 ml of broth
https://www.kwestiasmaku.com//przepis/zupa-dyniowo-cukiniowa-z-makaronem-z-cukinii,Zupa dyniowo-cukiniowa z makaronem z cukinii,250 ml mleka,250 ml milk
https://www.kwestiasmaku.com//przepis/zupa-dyniowo-cukiniowa-z-makaronem-z-cukinii,Zupa dyniowo-cukiniowa z makaronem z cukinii,świeży tymianek (1 łyżka) lub kilka listków bazylii,fresh thyme (1 spoon) or a few basil leaves
https://www.kwestiasmaku.com//przepis/makaron-z-tunczykiem-i-pomidorkami-koktajlowymi,Makaron z tuńczykiem i pomidorkami koktajlowymi,150 g makaronu w kształcie rurek (np. casarecce),150 g tube-shaped pasta (e.g. casarecce)
https://www.kwestiasmaku.com//przepis/makaron-z-tunczykiem-i-pomidorkami-koktajlowymi,Makaron z tuńczykiem i pomidorkami koktajlowymi,1 łyżka oliwy extra vergine,1 tablespoon extra vergine oil
https://www.kwestiasmaku.com//przepis/makaron-z-tunczykiem-i-pomidorkami-koktajlowymi,Makaron z tuńczykiem i pomidorkami koktajlowymi,2 małe ząbki czosnku,2 small garlic teeth
https://www.kwestiasmaku.com//przepis/makaron-z-tunczykiem-i-pomidorkami-koktajlowymi,Makaron z tuńczykiem i pomidorkami koktajlowymi,2 łyżki masła,2 tablespoons butter
https://www.kwestiasmaku.com//przepis/makaron-z-tunczykiem-i-pomidorkami-koktajlowymi,Makaron z tuńczykiem i pomidorkami koktajlowymi,1/4 szklanki białego wina,1/4 glass of white wine
https://www.kwestiasmaku.com//przepis/makaron-z-tunczykiem-i-pomidorkami-koktajlowymi,Makaron z tuńczykiem i pomidorkami koktajlowymi,100 g dobrego tuńczyka w oleju,100 g good tuna in oil
https://www.kwestiasmaku.com//przepis/makaron-z-tunczykiem-i-pomidorkami-koktajlowymi,Makaron z tuńczykiem i pomidorkami koktajlowymi,150 g pomidorków koktajlowych,150 g of cocktail tomatoes
https://www.kwestiasmaku.com//przepis/makaron-z-tunczykiem-i-pomidorkami-koktajlowymi,Makaron z tuńczykiem i pomidorkami koktajlowymi,kilka czarnych oliwek,Several black olives
https://www.kwestiasmaku.com//przepis/makaron-z-tunczykiem-i-pomidorkami-koktajlowymi,Makaron z tuńczykiem i pomidorkami koktajlowymi,tarty parmezan,parmesan grates
https://www.kwestiasmaku.com//przepis/makaron-z-tunczykiem-i-pomidorkami-koktajlowymi,Makaron z tuńczykiem i pomidorkami koktajlowymi,bazylia,basil
https://www.kwestiasmaku.com//przepis/jajko-sadzone-na-soczewicy-z-awokado-i-salatka-z-pomidorow,Jajko sadzone na soczewicy z awokado i sałatką z pomidorów,1/2 szklanki soczewicy,1/2 glasses of lentils
https://www.kwestiasmaku.com//przepis/jajko-sadzone-na-soczewicy-z-awokado-i-salatka-z-pomidorow,Jajko sadzone na soczewicy z awokado i sałatką z pomidorów,1/2 ząbka czosnku,1/2 garlic tooth
https://www.kwestiasmaku.com//przepis/jajko-sadzone-na-soczewicy-z-awokado-i-salatka-z-pomidorow,Jajko sadzone na soczewicy z awokado i sałatką z pomidorów,"przyprawy: 1 łyżeczka kurkumy, 1/2 łyżeczki słodkiej papryki w proszku, szczypta ostrej papryki i kuminu","spices: 1 teaspoon of turmeric, 1/2 teaspoon of sweet peppers powder, a pinch of hot peppers and cumin"
https://www.kwestiasmaku.com//przepis/jajko-sadzone-na-soczewicy-z-awokado-i-salatka-z-pomidorow,Jajko sadzone na soczewicy z awokado i sałatką z pomidorów,2 jajka,2 eggs
https://www.kwestiasmaku.com//przepis/jajko-sadzone-na-soczewicy-z-awokado-i-salatka-z-pomidorow,Jajko sadzone na soczewicy z awokado i sałatką z pomidorów,1 awokado,1 avocado
https://www.kwestiasmaku.com//przepis/jajko-sadzone-na-soczewicy-z-awokado-i-salatka-z-pomidorow,Jajko sadzone na soczewicy z awokado i sałatką z pomidorów,1 pomidor,1 tomato
https://www.kwestiasmaku.com//przepis/jajko-sadzone-na-soczewicy-z-awokado-i-salatka-z-pomidorow,Jajko sadzone na soczewicy z awokado i sałatką z pomidorów,papryczka chili,Chili peppers
https://www.kwestiasmaku.com//przepis/jajko-sadzone-na-soczewicy-z-awokado-i-salatka-z-pomidorow,Jajko sadzone na soczewicy z awokado i sałatką z pomidorów,szczypiorek,chives
https://www.kwestiasmaku.com//przepis/jajko-sadzone-na-soczewicy-z-awokado-i-salatka-z-pomidorow,Jajko sadzone na soczewicy z awokado i sałatką z pomidorów,kolendra lub bazylia,Coriander or basil
https://www.kwestiasmaku.com//przepis/szakszuka-z-fasolka-kukurydza-i-awokado,"Szakszuka z fasolką, kukurydzą i awokado",2 łyżeczki oliwy,2 teaspoons of oil
https://www.kwestiasmaku.com//przepis/szakszuka-z-fasolka-kukurydza-i-awokado,"Szakszuka z fasolką, kukurydzą i awokado",1/2 ząbka czosnku,1/2 garlic tooth
https://www.kwestiasmaku.com//przepis/szakszuka-z-fasolka-kukurydza-i-awokado,"Szakszuka z fasolką, kukurydzą i awokado",400 g pomidorów (świeżych lub z puszki),400 g tomatoes (fresh or canned)
https://www.kwestiasmaku.com//przepis/szakszuka-z-fasolka-kukurydza-i-awokado,"Szakszuka z fasolką, kukurydzą i awokado",1/2 puszki czarnej lub czerwonej fasoli,1/2 cans of black or red beans
https://www.kwestiasmaku.com//przepis/szakszuka-z-fasolka-kukurydza-i-awokado,"Szakszuka z fasolką, kukurydzą i awokado",4 łyżki ziaren kukurydzy,4 tablespoons corn grains
https://www.kwestiasmaku.com//przepis/szakszuka-z-fasolka-kukurydza-i-awokado,"Szakszuka z fasolką, kukurydzą i awokado",ostra papryczka do smaku (np. odrobina habanero),hot pepper to taste (e.g. a little habanero)
https://www.kwestiasmaku.com//przepis/szakszuka-z-fasolka-kukurydza-i-awokado,"Szakszuka z fasolką, kukurydzą i awokado",2 jajka,2 eggs
https://www.kwestiasmaku.com//przepis/szakszuka-z-fasolka-kukurydza-i-awokado,"Szakszuka z fasolką, kukurydzą i awokado",1 awokado,1 avocado
https://www.kwestiasmaku.com//przepis/szakszuka-z-fasolka-kukurydza-i-awokado,"Szakszuka z fasolką, kukurydzą i awokado",kolendra,Coriander
https://www.kwestiasmaku.com//przepis/szakszuka-z-fasolka-kukurydza-i-awokado,"Szakszuka z fasolką, kukurydzą i awokado",opcjonalnie: suszona wędzona papryczka (chipotle),optional: dried smoked peppers (chipotle)
https://www.kwestiasmaku.com//przepis/zupa-grzybowa,Zupa grzybowa,1 łyżka masła,1 spoonful of butter
https://www.kwestiasmaku.com//przepis/zupa-grzybowa,Zupa grzybowa,1 łyżka oleju lub oliwy,1 teaspoon of oil or oil
https://www.kwestiasmaku.com//przepis/zupa-grzybowa,Zupa grzybowa,1 mała cebula,1 small onion
https://www.kwestiasmaku.com//przepis/zupa-grzybowa,Zupa grzybowa,5 zimniaków (1/2 kg),5 colds (1/2 kg)
https://www.kwestiasmaku.com//przepis/zupa-grzybowa,Zupa grzybowa,"300 g grzybów (borowiki, kurki)","300 g mushrooms (borows, cocks)"
https://www.kwestiasmaku.com//przepis/zupa-grzybowa,Zupa grzybowa,szczypta suszonego oregano,a pinch of dried oregano
https://www.kwestiasmaku.com//przepis/zupa-grzybowa,Zupa grzybowa,1 litr bulionu drobiowego lub jarzynowego,1 litre poultry or vegetable broth
https://www.kwestiasmaku.com//przepis/zupa-grzybowa,Zupa grzybowa,2 łyżki posiekanej natki pietruszki,2 tablespoons chopped parsley
https://www.kwestiasmaku.com//przepis/zupa-grzybowa,Zupa grzybowa,150 g śmietany 18%,150 g cream 18%
https://www.kwestiasmaku.com//przepis/makaron-z-dynia-szynka-parmenska-i-ricotta,"Makaron z dynią, szynką parmeńską i ricottą",300 g dyni,300 g pumpkin
https://www.kwestiasmaku.com//przepis/makaron-z-dynia-szynka-parmenska-i-ricotta,"Makaron z dynią, szynką parmeńską i ricottą",1 łyżka oliwy,1 spoon of oil
https://www.kwestiasmaku.com//przepis/makaron-z-dynia-szynka-parmenska-i-ricotta,"Makaron z dynią, szynką parmeńską i ricottą",2 łyżki masła,2 tablespoons butter
https://www.kwestiasmaku.com//przepis/makaron-z-dynia-szynka-parmenska-i-ricotta,"Makaron z dynią, szynką parmeńską i ricottą",1 mała cebula,1 small onion
https://www.kwestiasmaku.com//przepis/makaron-z-dynia-szynka-parmenska-i-ricotta,"Makaron z dynią, szynką parmeńską i ricottą",ok. 1 szklanki mleka,approx. 1 glass of milk
https://www.kwestiasmaku.com//przepis/makaron-z-dynia-szynka-parmenska-i-ricotta,"Makaron z dynią, szynką parmeńską i ricottą",1/3 łyżeczki tartej gałki muszkatołowej,1/3 teaspoon of grated nutmeg
https://www.kwestiasmaku.com//przepis/makaron-z-dynia-szynka-parmenska-i-ricotta,"Makaron z dynią, szynką parmeńską i ricottą",150 g makaronu w kształcie rurek,150 g tube-shaped pasta
https://www.kwestiasmaku.com//przepis/makaron-z-dynia-szynka-parmenska-i-ricotta,"Makaron z dynią, szynką parmeńską i ricottą",50 szynki parmeńskiej,50 Parmesan hams
https://www.kwestiasmaku.com//przepis/makaron-z-dynia-szynka-parmenska-i-ricotta,"Makaron z dynią, szynką parmeńską i ricottą",100 g ricotty,100 g ricotta
https://www.kwestiasmaku.com//przepis/makaron-z-dynia-szynka-parmenska-i-ricotta,"Makaron z dynią, szynką parmeńską i ricottą",rukola lub bazylia,Rucola or basil
https://www.kwestiasmaku.com//przepis/zupa-pomidorowa-z-ryzem,Zupa pomidorowa z ryżem,1 łyżka oliwy,1 spoon of oil
https://www.kwestiasmaku.com//przepis/zupa-pomidorowa-z-ryzem,Zupa pomidorowa z ryżem,1 łyżka masła,1 spoonful of butter
https://www.kwestiasmaku.com//przepis/zupa-pomidorowa-z-ryzem,Zupa pomidorowa z ryżem,1/2 cebuli,1/2 onions
https://www.kwestiasmaku.com//przepis/zupa-pomidorowa-z-ryzem,Zupa pomidorowa z ryżem,1/4 szklanki surowego ryżu arborio (jak do risotto),1/4 glasses of raw arborio rice (for risotto)
https://www.kwestiasmaku.com//przepis/zupa-pomidorowa-z-ryzem,Zupa pomidorowa z ryżem,1/3 szklanki białego wina (wytrawnego),1/3 glass of white wine (dry)
https://www.kwestiasmaku.com//przepis/zupa-pomidorowa-z-ryzem,Zupa pomidorowa z ryżem,"1 litr bulionu, wywaru lub rosołu","1 litre broth, broth or broth"
https://www.kwestiasmaku.com//przepis/zupa-pomidorowa-z-ryzem,Zupa pomidorowa z ryżem,400 g pomidorów*,400 g tomatoes*
https://www.kwestiasmaku.com//przepis/zupa-pomidorowa-z-ryzem,Zupa pomidorowa z ryżem,1 łyżeczka miodu,1 teaspoon honey
https://www.kwestiasmaku.com//przepis/zupa-pomidorowa-z-ryzem,Zupa pomidorowa z ryżem,garść listków bazylii,a handful of basil leaves
https://www.kwestiasmaku.com//przepis/zupa-pomidorowa-z-ryzem,Zupa pomidorowa z ryżem,4 łyżki śmietanki kremówki,4 tablespoons cream cream
https://www.kwestiasmaku.com//przepis/zupa-pomidorowa-z-ryzem,Zupa pomidorowa z ryżem,opcjonalnie do podania: tarty parmezan,optional for administration: parmesan tarts
https://www.kwestiasmaku.com//przepis/kurczak-z-makaronem-pomidorkami-i-bazylia,"Kurczak z makaronem, pomidorkami i bazylią",1 pojedynczy filet z kurczaka (użyłam zagrodowego),1 single chicken fillet (I used a homestead)
https://www.kwestiasmaku.com//przepis/kurczak-z-makaronem-pomidorkami-i-bazylia,"Kurczak z makaronem, pomidorkami i bazylią","sól, pieprz, oliwa","salt, pepper, oil"
https://www.kwestiasmaku.com//przepis/kurczak-z-makaronem-pomidorkami-i-bazylia,"Kurczak z makaronem, pomidorkami i bazylią",2 ząbki czosnku,2 garlic teeth
https://www.kwestiasmaku.com//przepis/kurczak-z-makaronem-pomidorkami-i-bazylia,"Kurczak z makaronem, pomidorkami i bazylią",1 łyżka soku z cytryny lub 4 łyżki białego wina,1 spoonful of lemon juice or 4 spoonfuls of white wine
https://www.kwestiasmaku.com//przepis/kurczak-z-makaronem-pomidorkami-i-bazylia,"Kurczak z makaronem, pomidorkami i bazylią",4 łyżki masła,4 tablespoons butter
https://www.kwestiasmaku.com//przepis/kurczak-z-makaronem-pomidorkami-i-bazylia,"Kurczak z makaronem, pomidorkami i bazylią",150 g pomidorków koktajlowych,150 g of cocktail tomatoes
https://www.kwestiasmaku.com//przepis/kurczak-z-makaronem-pomidorkami-i-bazylia,"Kurczak z makaronem, pomidorkami i bazylią",120 g makaronu,120 g of pasta
https://www.kwestiasmaku.com//przepis/kurczak-z-makaronem-pomidorkami-i-bazylia,"Kurczak z makaronem, pomidorkami i bazylią",pół pęczka bazylii,half a bundle of basil
https://www.kwestiasmaku.com//przepis/kurczak-z-makaronem-pomidorkami-i-bazylia,"Kurczak z makaronem, pomidorkami i bazylią",opcjonalnie: pół łyżeczki nasion kopru włoskiego i tarty parmezan,optional: half a teaspoon of fennel seeds and parmesan tarts
https://www.kwestiasmaku.com//przepis/pierogi-ze-szpinakiem-zapiekane-w-sosie-pomidorowym,Pierogi ze szpinakiem zapiekane w sosie pomidorowym,idealne ciasto pierogowe,Perfect Pierog Cake
https://www.kwestiasmaku.com//przepis/pierogi-ze-szpinakiem-zapiekane-w-sosie-pomidorowym,Pierogi ze szpinakiem zapiekane w sosie pomidorowym,sos ze świeżych pomidorów,fresh tomato sauce
https://www.kwestiasmaku.com//przepis/pierogi-ze-szpinakiem-zapiekane-w-sosie-pomidorowym,Pierogi ze szpinakiem zapiekane w sosie pomidorowym,tarty parmezan,parmesan grates
https://www.kwestiasmaku.com//przepis/pierogi-ze-szpinakiem-zapiekane-w-sosie-pomidorowym,Pierogi ze szpinakiem zapiekane w sosie pomidorowym,bazylia,basil
https://www.kwestiasmaku.com//przepis/pierogi-ze-szpinakiem-zapiekane-w-sosie-pomidorowym,Pierogi ze szpinakiem zapiekane w sosie pomidorowym,150 g szpinaku,150 g spinach
